"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id","country"
"572079","23438","GIFT BAG LARGE SPOT",12,"2011-10-20 14:11:00","1.25","14484","United Kingdom"
"577337","23130","MISELTOE HEART WREATH",1,"2011-11-18 14:51:00","4.15","15494","United Kingdom"
"575937","22952","60 CAKE CASES VINTAGE CHRISTMAS",24,"2011-11-13 11:24:00","0.55","12935","United Kingdom"
"541218","85184C","S/4 VALENTINE DECOUPAGE HEART BOX",24,"2011-01-14 14:02:00","1.25","16638","United Kingdom"
"561901","22584","PACK OF 6 PANETTONE GIFT BOXES",288,"2011-07-31 15:42:00","2.55","14156","EIRE"
"576087","23388","WOODLAND MINI BACKPACK",4,"2011-11-14 08:31:00","4.15","12689","France"
"568346","22813","PACK 3 BOXES BIRD PANETTONE",1,"2011-09-26 15:28:00","4.13","14096","United Kingdom"
"554134","23280","FOLDING BUTTERFLY MIRROR HOT PINK",24,"2011-05-23 09:48:00","0.83","12583","France"
"563837","82600","N0 SINGING METAL SIGN",6,"2011-08-19 13:03:00","2.1","15078","United Kingdom"
"574895","23209","LUNCH BAG DOILEY PATTERN",12,"2011-11-07 14:44:00","1.65","16570","United Kingdom"
"538053","22837","HOT WATER BOTTLE BABUSHKA",36,"2010-12-09 13:34:00","4.25","15856","United Kingdom"
"537618","71459","HANGING JAM JAR T-LIGHT HOLDER",192,"2010-12-07 13:50:00","0.72","15061","United Kingdom"
"547947","20725","LUNCH BAG RED RETROSPOT",10,"2011-03-28 15:03:00","1.65","15032","United Kingdom"
"562608","22197","POPCORN HOLDER",200,"2011-08-08 11:45:00","0.72","15502","United Kingdom"
"564641","23145","ZINC T-LIGHT HOLDER STAR LARGE",96,"2011-08-26 13:16:00","0.79","13489","United Kingdom"
"557857","23032","DOORKNOB CRACKED GLAZE IVORY",6,"2011-06-23 11:50:00","1.65","17370","United Kingdom"
"567504","22847","BREAD BIN DINER STYLE IVORY",1,"2011-09-20 14:33:00","16.95","13356","United Kingdom"
"579196","47310M","SMALL POP BOX FUNKY MONKEY",1,"2011-11-28 15:54:00","1.63","14096","United Kingdom"
"569694","22952","60 CAKE CASES VINTAGE CHRISTMAS",24,"2011-10-05 15:24:00","0.55","17735","United Kingdom"
"572909","22896","PEG BAG APPLE DESIGN",4,"2011-10-26 15:48:00","2.55","15821","United Kingdom"
"559691","23209","LUNCH BAG DOILEY PATTERN",10,"2011-07-11 15:52:00","1.65","13089","United Kingdom"
"552277","22602","CHRISTMAS RETROSPOT HEART WOOD",1,"2011-05-08 12:34:00","0.85","13642","United Kingdom"
"573163","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",32,"2011-10-28 09:06:00","2.55","16843","United Kingdom"
"539030","85123A","CREAM HANGING HEART T-LIGHT HOLDER",24,"2010-12-15 14:25:00","2.95","13089","United Kingdom"
"572227","23370","SET 36 COLOUR PENCILS DOILEY",6,"2011-10-21 14:01:00","1.25","15051","United Kingdom"
"569110","23126","DOLLCRAFT GIRL AMELIE",4,"2011-09-30 12:44:00","4.95","17675","United Kingdom"
"553411","23209","LUNCH BAG DOILEY PATTERN",10,"2011-05-17 09:28:00","1.65","12714","France"
"537224","85123A","CREAM HANGING HEART T-LIGHT HOLDER",12,"2010-12-05 16:24:00","2.95","13174","United Kingdom"
"552286","23203","JUMBO BAG DOILEY PATTERNS",14,"2011-05-08 13:07:00","2.08","16393","United Kingdom"
"580664","23526","DOG LICENCE WALL ART",4,"2011-12-05 14:03:00","5.95","15097","United Kingdom"
"559984","23256","CHILDRENS CUTLERY SPACEBOY",1,"2011-07-14 11:45:00","4.15","16657","United Kingdom"
"558702","22813","PACK 3 BOXES BIRD PANETTONE",1,"2011-07-01 12:45:00","1.95","12748","United Kingdom"
"579001","23391","I LOVE LONDON MINI BACKPACK",1,"2011-11-27 16:19:00","4.15","15555","United Kingdom"
"575678","22939","ADULT APRON APPLE DELIGHT",4,"2011-11-10 15:23:00","4.95","16169","United Kingdom"
"558862","22785","SQUARECUSHION COVER PINK UNION FLAG",2,"2011-07-04 12:25:00","6.75","13901","United Kingdom"
"552240","22502","PICNIC BASKET WICKER 60 PIECES",5,"2011-05-06 17:04:00","5.95","13723","United Kingdom"
"566721","23126","DOLLCRAFT GIRL AMELIE",4,"2011-09-14 12:50:00","4.95","12921","United Kingdom"
"562263","21232","STRAWBERRY CERAMIC TRINKET BOX",4,"2011-08-03 15:45:00","1.25","17514","United Kingdom"
"557745","21507","ELEPHANT BIRTHDAY CARD",12,"2011-06-22 12:16:00","0.42","15750","United Kingdom"
"555516","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",2,"2011-06-05 10:50:00","8.95","17706","United Kingdom"
"561879","23209","LUNCH BAG DOILEY PATTERN",10,"2011-07-31 12:43:00","1.65","13722","United Kingdom"
"550512","85144","JARDIN ETCHED GLASS BUTTER DISH",1,"2011-04-18 16:31:00","1.95","18069","United Kingdom"
"563944","84997D","CHILDRENS CUTLERY POLKADOT PINK",4,"2011-08-22 10:08:00","4.15","17581","United Kingdom"
"569693","23391","I LOVE LONDON MINI BACKPACK",2,"2011-10-05 15:18:00","4.15","17837","United Kingdom"
"579124","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",1,"2011-11-28 12:14:00","2.95","15721","United Kingdom"
"569241","23436","GIFT BAG LARGE VINTAGE CHRISTMAS",120,"2011-10-03 09:30:00","1.04","14488","United Kingdom"
"546658","22939","ADULT APRON APPLE DELIGHT",4,"2011-03-15 14:21:00","4.95","15150","United Kingdom"
"574903","23484","HEART TRELLIS TRIPLE T-LIGHT HOLDER",8,"2011-11-07 15:27:00","2.89","17302","United Kingdom"
"553418","23209","LUNCH BAG DOILEY PATTERN",10,"2011-05-17 10:10:00","1.65","18257","United Kingdom"
"571413","21507","ELEPHANT BIRTHDAY CARD",12,"2011-10-17 12:33:00","0.42","13923","United Kingdom"
"548983","85144","JARDIN ETCHED GLASS BUTTER DISH",1,"2011-04-05 12:30:00","1.95","16906","United Kingdom"
"572653","84997D","CHILDRENS CUTLERY POLKADOT PINK",2,"2011-10-25 12:12:00","4.15","15861","United Kingdom"
"576652","22812","PACK 3 BOXES CHRISTMAS PANETTONE",3,"2011-11-16 10:39:00","1.95","17198","United Kingdom"
"569868","23545","WRAP RED DOILEY",25,"2011-10-06 14:59:00","0.42","13018","United Kingdom"
"564849","22179","SET 10 LIGHTS NIGHT OWL",2,"2011-08-30 15:42:00","6.75","17675","United Kingdom"
"547060","22416","SET OF 36 DOILIES SPACEBOY DESIGN",4,"2011-03-20 12:57:00","1.45","17954","United Kingdom"
"538015","22777","GLASS BELL JAR LARGE",1,"2010-12-09 12:49:00","8.5","13240","United Kingdom"
"572474","22602","CHRISTMAS RETROSPOT HEART WOOD",12,"2011-10-24 13:36:00","0.85","17423","United Kingdom"
"541111","84828","JUNGLE POPSICLES ICE LOLLY HOLDERS",12,"2011-01-13 15:13:00","1.25","15687","United Kingdom"
"571456","23389","SPACEBOY MINI BACKPACK",1,"2011-10-17 13:57:00","4.15","16729","United Kingdom"
"569424","23388","WOODLAND MINI BACKPACK",3,"2011-10-04 10:49:00","4.15","15529","United Kingdom"
"565541","23402","HOME SWEEET HOME 3 PEG HANGER",1,"2011-09-05 12:00:00","3.75","14159","United Kingdom"
"550329","22595","CHRISTMAS GINGHAM HEART",12,"2011-04-17 13:20:00","0.85","13951","United Kingdom"
"566629","23209","LUNCH BAG DOILEY PATTERN",10,"2011-09-14 10:32:00","1.65","15622","United Kingdom"
"573418","22778","GLASS BELL JAR SMALL",8,"2011-10-31 09:35:00","3.95","15360","United Kingdom"
"552267","23057","BEADED CHANDELIER T-LIGHT HOLDER",1,"2011-05-08 11:49:00","4.95","15038","United Kingdom"
"567618","20725","LUNCH BAG RED RETROSPOT",10,"2011-09-21 12:26:00","1.65","12721","France"
"574532","23103","BELL HEART DECORATION",24,"2011-11-04 14:19:00","1.65","15676","United Kingdom"
"572660","23342","MINT DINER CLOCK",2,"2011-10-25 12:30:00","8.5","14527","United Kingdom"
"556056","23237","SET OF 4 KNICK KNACK TINS LEAF",1,"2011-06-08 13:35:00","4.15","17841","United Kingdom"
"578278","22466","FAIRY TALE COTTAGE NIGHT LIGHT",10,"2011-11-23 13:51:00","1.95","12748","United Kingdom"
"566717","84997A","CHILDRENS CUTLERY POLKADOT GREEN",1,"2011-09-14 12:14:00","4.15","17841","United Kingdom"
"576463","23497","CLASSIC CHROME BICYCLE BELL",1,"2011-11-15 11:37:00","1.45","17974","United Kingdom"
"538651","82486","3 DRAWER ANTIQUE WHITE WOOD CABINET",1,"2010-12-13 15:07:00","7.95","15311","United Kingdom"
"539079","85123A","CREAM HANGING HEART T-LIGHT HOLDER",12,"2010-12-16 08:39:00","2.95","17496","United Kingdom"
"569333","23536","VILLAGE SHOW WALL ART",4,"2011-10-03 13:49:00","5.95","13431","United Kingdom"
"572453","23529","DOLLY GIRL WALL ART",6,"2011-10-24 12:37:00","3.75","12921","United Kingdom"
"544658","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",6,"2011-02-22 13:18:00","4.15","13113","United Kingdom"
"537225","22949","36 DOILIES DOLLY GIRL",2,"2010-12-05 16:41:00","1.45","12748","United Kingdom"
"574249","22953","BIRTHDAY BANNER TAPE",2,"2011-11-03 13:01:00","1.25","16347","United Kingdom"
"573019","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-10-27 12:33:00","1.25","15145","United Kingdom"
"577502","23254","CHILDRENS CUTLERY DOLLY GIRL",4,"2011-11-20 12:34:00","4.15","12598","France"
"551337","23068","ALUMINIUM HEART",4,"2011-04-27 16:54:00","2.49","16418","United Kingdom"
"561783","22985","WRAP BILLBOARD FONTS DESIGN",25,"2011-07-29 12:50:00","0.42","16062","United Kingdom"
"566018","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",1,"2011-09-08 12:42:00","4.15","13137","United Kingdom"
"564147","23209","LUNCH BAG DOILEY PATTERN",50,"2011-08-23 12:21:00","1.65","14004","United Kingdom"
"557319","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-06-20 08:23:00","1.25","15076","United Kingdom"
"540395","22963","JAM JAR WITH BLUE LID",6,"2011-01-06 18:24:00","0.85","14702","United Kingdom"
"555739","20725","LUNCH BAG RED RETROSPOT",10,"2011-06-07 09:49:00","1.65","12380","Belgium"
"537193","21899","GARAGE KEY FOB",12,"2010-12-05 13:49:00","0.65","15023","United Kingdom"
"561360","23251","ENAMEL MUG PANTRY",12,"2011-07-26 15:37:00","1.25","16133","United Kingdom"
"573131","23534","STOP FOR TEA WALL ART",3,"2011-10-27 16:44:00","5.95","15622","United Kingdom"
"569679","23534","STOP FOR TEA WALL ART",12,"2011-10-05 14:19:00","5.35","16160","United Kingdom"
"580129","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-12-01 18:03:00","1.25","17426","United Kingdom"
"560445","23205","CHARLOTTE BAG ALPHABET DESIGN",100,"2011-07-19 09:08:00","0.72","14156","EIRE"
"552262","23071","MARIE ANTOIENETT TRINKET BOX GOLD",3,"2011-05-08 11:37:00","12.5","14911","EIRE"
"563578","22197","POPCORN HOLDER",24,"2011-08-17 15:11:00","0.85","12949","United Kingdom"
"568215","23194","GYMKHANA TREASURE BOOK BOX",8,"2011-09-26 08:38:00","2.25","13390","United Kingdom"
"570886","21232","STRAWBERRY CERAMIC TRINKET BOX",288,"2011-10-13 10:23:00","1.06","13777","United Kingdom"
"556890","23209","LUNCH BAG DOILEY PATTERN",10,"2011-06-15 12:48:00","1.65","17581","United Kingdom"
"550885","22776","CAKESTAND, 3 TIER, LOVEHEART",1,"2011-04-21 11:59:00","9.95","16185","United Kingdom"
"577057","23298","BUNTING SPOTTY",1,"2011-11-17 14:26:00","4.95","12748","United Kingdom"
"541987","84997B","CHILDRENS CUTLERY RETROSPOT RED",3,"2011-01-24 16:05:00","3.75","14130","United Kingdom"
"570498","23109","LED TEA LIGHTS",6,"2011-10-11 09:10:00","2.89","16136","United Kingdom"
"571746","23127","DOLLCRAFT GIRL NICOLE",4,"2011-10-19 10:56:00","4.95","17043","United Kingdom"
"567387","82600","N0 SINGING METAL SIGN",96,"2011-09-20 10:38:00","2.41","17450","United Kingdom"
"549681","20725","LUNCH BAG RED RETROSPOT",10,"2011-04-11 13:19:00","1.65","13881","United Kingdom"
"541681","22268","DECORATION SITTING BUNNY",12,"2011-01-20 14:24:00","0.85","13008","United Kingdom"
"540033","82600","N0 SINGING METAL SIGN",12,"2011-01-04 14:12:00","2.1","13680","United Kingdom"
"553156","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",2,"2011-05-13 14:58:00","0.83","17841","United Kingdom"
"547833","71477","COLOUR GLASS. STAR T-LIGHT HOLDER",1,"2011-03-25 17:34:00","3.25","16780","United Kingdom"
"558196","22595","CHRISTMAS GINGHAM HEART",8,"2011-06-27 12:38:00","0.85","16033","United Kingdom"
"568238","23130","MISELTOE HEART WREATH",4,"2011-09-26 12:00:00","4.15","13927","United Kingdom"
"555287","23168","CLASSIC CAFE SUGAR DISPENSER",36,"2011-06-02 09:42:00","1.04","14298","United Kingdom"
"570127","23391","I LOVE LONDON MINI BACKPACK",3,"2011-10-07 13:17:00","4.15","16900","United Kingdom"
"573656","23254","CHILDRENS CUTLERY DOLLY GIRL",4,"2011-10-31 16:02:00","4.15","12417","Belgium"
"561616","84997D","CHILDRENS CUTLERY POLKADOT PINK",2,"2011-07-28 13:02:00","4.15","15023","United Kingdom"
"580677","23068","ALUMINIUM HEART",4,"2011-12-05 14:40:00","2.49","16200","United Kingdom"
"573026","22632","HAND WARMER RED POLKA DOT",2,"2011-10-27 13:25:00","2.1","17459","United Kingdom"
"575884","23209","LUNCH BAG DOILEY PATTERN",10,"2011-11-11 13:46:00","1.65","12685","France"
"572932","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-10-27 10:14:00","2.08","15791","United Kingdom"
"575509","23530","WALL ART ONLY ONE PERSON",18,"2011-11-10 10:32:00","4.15","17101","United Kingdom"
"569577","22595","CHRISTMAS GINGHAM HEART",12,"2011-10-05 10:53:00","0.85","12828","United Kingdom"
"566849","23109","LED TEA LIGHTS",6,"2011-09-15 12:03:00","2.89","16341","United Kingdom"
"567850","20725","LUNCH BAG RED RETROSPOT",10,"2011-09-22 13:18:00","1.65","15067","United Kingdom"
"579693","23169","CLASSIC GLASS COOKIE JAR",6,"2011-11-30 14:09:00","4.15","15712","United Kingdom"
"555157","23075","DOUBLE CERAMIC PARLOUR HOOK",16,"2011-06-01 07:38:00","4.15","15643","United Kingdom"
"541965","22179","SET 10 LIGHTS NIGHT OWL",6,"2011-01-24 13:27:00","6.75","12625","Germany"
"555383","22197","POPCORN HOLDER",5,"2011-06-02 15:13:00","0.85","12517","Germany"
"577359","21175","GIN + TONIC DIET METAL SIGN",5,"2011-11-18 16:07:00","2.55","14903","United Kingdom"
"538397","22896","PEG BAG APPLE DESIGN",50,"2010-12-12 11:44:00","2.1","12753","Japan"
"574673","23370","SET 36 COLOUR PENCILS DOILEY",1,"2011-11-06 12:26:00","1.25","15555","United Kingdom"
"560397","23209","LUNCH BAG DOILEY PATTERN",10,"2011-07-18 14:04:00","1.65","17652","United Kingdom"
"560361","23252","ENAMEL JUG PANTRY",4,"2011-07-18 11:58:00","3.75","13488","United Kingdom"
"570466","23366","SET 12 COLOUR PENCILS DOILEY",2,"2011-10-10 16:03:00","0.65","16791","United Kingdom"
"568048","23209","LUNCH BAG DOILEY PATTERN",10,"2011-09-23 12:36:00","1.65","14911","EIRE"
"560875","23203","JUMBO BAG DOILEY PATTERNS",10,"2011-07-21 15:12:00","2.08","13562","United Kingdom"
"565854","84997D","CHILDRENS CUTLERY POLKADOT PINK",8,"2011-09-07 13:22:00","4.15","12490","France"
"570275","84946","ANTIQUE SILVER T-LIGHT GLASS",72,"2011-10-10 10:57:00","1.06","13098","United Kingdom"
"579843","23081","GREEN METAL BOX ARMY SUPPLIES",6,"2011-11-30 16:21:00","8.25","12921","United Kingdom"
"546003","20725","LUNCH BAG RED RETROSPOT",1,"2011-03-08 15:07:00","1.65","16712","United Kingdom"
"546133","23194","GYMKHANA TREASURE BOOK BOX",8,"2011-03-09 15:20:00","2.25","14291","United Kingdom"
"576597","23691","KEEP CALM BIRTHDAY WRAP",50,"2011-11-15 14:57:00","0.42","14194","United Kingdom"
"540469","20725","LUNCH BAG RED RETROSPOT",4,"2011-01-07 14:04:00","1.65","12484","Spain"
"570818","22595","CHRISTMAS GINGHAM HEART",2,"2011-10-12 12:47:00","0.85","17841","United Kingdom"
"576651","23527","ANIMALS AND NATURE WALL ART",6,"2011-11-16 10:37:00","3.75","14626","United Kingdom"
"551014","22986","GINGHAM ROSE WRAP",25,"2011-04-26 11:04:00","0.42","13209","United Kingdom"
"546787","85123A","CREAM HANGING HEART T-LIGHT HOLDER",32,"2011-03-17 10:01:00","2.55","14035","United Kingdom"
"573264","23389","SPACEBOY MINI BACKPACK",1,"2011-10-28 12:36:00","4.15","14415","United Kingdom"
"564572","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",10,"2011-08-26 11:18:00","2.08","15078","United Kingdom"
"577029","23250","ENAMEL BOWL PANTRY",12,"2011-11-17 12:59:00","1.25","15563","United Kingdom"
"560105","23280","FOLDING BUTTERFLY MIRROR HOT PINK",2,"2011-07-14 19:23:00","0.83","16794","United Kingdom"
"571441","21899","GARAGE KEY FOB",6,"2011-10-17 13:31:00","1.63","14096","United Kingdom"
"559556","23109","LED TEA LIGHTS",12,"2011-07-11 10:24:00","2.89","16156","United Kingdom"
"547650","20725","LUNCH BAG RED RETROSPOT",2,"2011-03-24 12:08:00","1.65","17059","United Kingdom"
"570247","23542","70'S ALPHABET WALL ART",2,"2011-10-10 08:23:00","8.25","15193","United Kingdom"
"569897","23107","WHITE HEARTS WIRE PLANT POT HOLDER",2,"2011-10-06 16:01:00","2.89","17813","United Kingdom"
"559331","23254","CHILDRENS CUTLERY DOLLY GIRL",4,"2011-07-07 15:45:00","4.15","16156","United Kingdom"
"543174","84997D","CHILDRENS CUTLERY POLKADOT PINK",6,"2011-02-04 09:34:00","3.75","16938","United Kingdom"
"567375","22778","GLASS BELL JAR SMALL",4,"2011-09-20 09:45:00","3.95","14766","United Kingdom"
"570208","23045","PAPER LANTERN 5 POINT STAR MOON",2,"2011-10-09 10:23:00","4.15","16104","United Kingdom"
"578255","23068","ALUMINIUM HEART",4,"2011-11-23 12:58:00","2.49","14675","United Kingdom"
"576076","22952","60 CAKE CASES VINTAGE CHRISTMAS",2,"2011-11-13 16:18:00","0.55","14382","United Kingdom"
"545543","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-03-03 14:43:00","1.25","13476","United Kingdom"
"565366","23254","CHILDRENS CUTLERY DOLLY GIRL",4,"2011-09-02 14:56:00","4.15","17091","United Kingdom"
"552953","23203","JUMBO BAG DOILEY PATTERNS",5,"2011-05-12 12:11:00","2.08","16745","United Kingdom"
"573904","23366","SET 12 COLOUR PENCILS DOILEY",4,"2011-11-01 14:54:00","0.65","14505","United Kingdom"
"573182","23197","SKETCHBOOK MAGNETIC SHOPPING LIST",12,"2011-10-28 11:09:00","1.45","14232","United Kingdom"
"565117","23029","DOORKNOB CRACKED GLAZE GREEN",12,"2011-09-01 11:33:00","1.65","13089","United Kingdom"
"559134","23236","DOILEY BISCUIT TIN",6,"2011-07-06 13:14:00","2.89","12700","France"
"574084","23497","CLASSIC CHROME BICYCLE BELL",12,"2011-11-02 17:09:00","1.45","14528","United Kingdom"
"575199","84997A","CHILDRENS CUTLERY POLKADOT GREEN",4,"2011-11-09 09:48:00","4.15","12921","United Kingdom"
"550352","22179","SET 10 LIGHTS NIGHT OWL",1,"2011-04-18 10:21:00","6.75","16719","United Kingdom"
"544495","22937","BAKING MOULD CHOCOLATE CUP CAKES",6,"2011-02-21 11:42:00","2.55","12766","Portugal"
"571183","21175","GIN + TONIC DIET METAL SIGN",12,"2011-10-14 11:08:00","2.55","14796","United Kingdom"
"574368","23035","DOORKNOB CERAMIC IVORY",6,"2011-11-04 10:59:00","1.45","13004","United Kingdom"
"577049","23075","DOUBLE CERAMIC PARLOUR HOOK",2,"2011-11-17 13:58:00","4.15","17397","United Kingdom"
"573379","23130","MISELTOE HEART WREATH",4,"2011-10-30 14:03:00","4.15","15680","United Kingdom"
"578944","23169","CLASSIC GLASS COOKIE JAR",1,"2011-11-27 13:41:00","4.15","16005","United Kingdom"
"575725","20725","LUNCH BAG RED RETROSPOT",20,"2011-11-10 18:46:00","1.65","13098","United Kingdom"
"553546","23283","DOORMAT VINTAGE LEAF",10,"2011-05-17 15:42:00","6.75","12415","Australia"
"563925","23244","CANNISTER VINTAGE LEAF DESIGN",1,"2011-08-21 14:42:00","1.95","13610","United Kingdom"
"546882","82600","N0 SINGING METAL SIGN",12,"2011-03-17 17:26:00","2.1","14422","United Kingdom"
"578008","84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",1,"2011-11-22 12:47:00","4.15","14657","United Kingdom"
"576677","22632","HAND WARMER RED POLKA DOT",6,"2011-11-16 12:03:00","2.1","16393","United Kingdom"
"575508","23081","GREEN METAL BOX ARMY SUPPLIES",16,"2011-11-10 10:32:00","7.5","14646","Netherlands"
"548486","22776","CAKESTAND, 3 TIER, LOVEHEART",1,"2011-03-31 12:51:00","9.95","12909","United Kingdom"
"542470","22776","CAKESTAND, 3 TIER, LOVEHEART",2,"2011-01-28 11:27:00","9.95","14133","United Kingdom"
"579171","23388","WOODLAND MINI BACKPACK",3,"2011-11-28 14:30:00","4.15","13030","United Kingdom"
"562616","23197","SKETCHBOOK MAGNETIC SHOPPING LIST",12,"2011-08-08 12:28:00","1.45","14748","United Kingdom"
"574363","23543","KEEP CALM WALL ART",60,"2011-11-04 10:57:00","6.98","18102","United Kingdom"
"577297","23203","JUMBO BAG DOILEY PATTERNS",1,"2011-11-18 12:48:00","2.08","14593","United Kingdom"
"571274","23106","ZINC HEARTS PLANT POT HOLDER",8,"2011-10-16 12:25:00","2.89","16934","United Kingdom"
"567858","23203","JUMBO BAG DOILEY PATTERNS",2,"2011-09-22 13:50:00","2.08","16813","United Kingdom"
"562670","22595","CHRISTMAS GINGHAM HEART",12,"2011-08-08 13:42:00","0.85","14911","EIRE"
"575711","21232","STRAWBERRY CERAMIC TRINKET BOX",24,"2011-11-10 17:45:00","1.25","14560","United Kingdom"
"574053","23237","SET OF 4 KNICK KNACK TINS LEAF",6,"2011-11-02 14:04:00","4.15","16379","United Kingdom"
"553014","71477","COLOUR GLASS. STAR T-LIGHT HOLDER",3,"2011-05-12 18:49:00","3.25","13451","United Kingdom"
"578675","22999","TRAVEL CARD WALLET RETRO PETALS",24,"2011-11-24 18:13:00","0.42","14756","United Kingdom"
"570049","23256","CHILDRENS CUTLERY SPACEBOY",4,"2011-10-07 10:55:00","4.15","17228","United Kingdom"
"569405","23126","DOLLCRAFT GIRL AMELIE",4,"2011-10-04 09:05:00","4.95","15241","United Kingdom"
"576911","23283","DOORMAT VINTAGE LEAF",1,"2011-11-17 10:01:00","8.25","17461","United Kingdom"
"560491","23236","DOILEY BISCUIT TIN",1,"2011-07-19 10:51:00","2.89","12415","Australia"
"538638","84946","ANTIQUE SILVER T-LIGHT GLASS",6,"2010-12-13 14:16:00","1.25","17231","United Kingdom"
"540015","20725","LUNCH BAG RED RETROSPOT",10,"2011-01-04 11:40:00","1.65","13319","United Kingdom"
"550182","71459","HANGING JAM JAR T-LIGHT HOLDER",24,"2011-04-14 17:44:00","0.85","18198","United Kingdom"
"577044","22813","PACK 3 BOXES BIRD PANETTONE",96,"2011-11-17 13:45:00","1.65","17428","United Kingdom"
"542600","22939","ADULT APRON APPLE DELIGHT",1,"2011-01-30 11:11:00","4.95","16923","United Kingdom"
"577051","23061","VINTAGE EMBOSSED HEART",3,"2011-11-17 14:02:00","1.25","14034","United Kingdom"
"563037","23209","LUNCH BAG DOILEY PATTERN",10,"2011-08-11 15:02:00","1.65","12362","Belgium"
"562341","21175","GIN + TONIC DIET METAL SIGN",1,"2011-08-04 12:13:00","2.55","15005","United Kingdom"
"580049","23535","BICYCLE SAFTEY WALL ART",4,"2011-12-01 12:54:00","5.95","13599","United Kingdom"
"567656","21507","ELEPHANT BIRTHDAY CARD",2,"2011-09-21 14:40:00","0.83","14096","United Kingdom"
"537391","22952","60 CAKE CASES VINTAGE CHRISTMAS",8,"2010-12-06 13:53:00","0.55","16550","United Kingdom"
"565805","20725","LUNCH BAG RED RETROSPOT",20,"2011-09-07 10:51:00","1.65","18229","United Kingdom"
"566581","22602","CHRISTMAS RETROSPOT HEART WOOD",20,"2011-09-13 13:47:00","0.85","16081","United Kingdom"
"556482","23254","CHILDRENS CUTLERY DOLLY GIRL",12,"2011-06-12 13:04:00","4.15","17242","United Kingdom"
"557957","23236","DOILEY BISCUIT TIN",3,"2011-06-23 19:20:00","2.89","13969","United Kingdom"
"574043","23542","70'S ALPHABET WALL ART",2,"2011-11-02 13:13:00","8.25","16367","United Kingdom"
"556579","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",12,"2011-06-13 14:16:00","0.83","15069","United Kingdom"
"571142","23127","DOLLCRAFT GIRL NICOLE",12,"2011-10-14 10:21:00","4.95","14567","United Kingdom"
"572035","23388","WOODLAND MINI BACKPACK",100,"2011-10-20 12:03:00","3.75","14646","Netherlands"
"556102","23126","DOLLCRAFT GIRL AMELIE",4,"2011-06-08 16:15:00","4.95","13115","United Kingdom"
"570229","23282","FOLDING BUTTERFLY MIRROR IVORY",1,"2011-10-09 13:30:00","0.83","15756","United Kingdom"
"565261","84997D","CHILDRENS CUTLERY POLKADOT PINK",4,"2011-09-02 10:53:00","4.15","12474","Germany"
"552460","20725","LUNCH BAG RED RETROSPOT",10,"2011-05-09 14:44:00","1.65","13178","United Kingdom"
"536837","22632","HAND WARMER RED POLKA DOT",4,"2010-12-02 18:15:00","2.1","14395","United Kingdom"
"563262","22197","POPCORN HOLDER",100,"2011-08-15 12:44:00","0.72","15311","United Kingdom"
"566975","23107","WHITE HEARTS WIRE PLANT POT HOLDER",8,"2011-09-16 09:24:00","2.89","13599","United Kingdom"
"545019","21507","ELEPHANT BIRTHDAY CARD",24,"2011-02-25 13:56:00","0.42","15093","United Kingdom"
"578243","20725","LUNCH BAG RED RETROSPOT",10,"2011-11-23 12:33:00","1.65","13448","United Kingdom"
"566240","23232","WRAP VINTAGE LEAF DESIGN",25,"2011-09-11 11:29:00","0.42","14508","United Kingdom"
"550033","23254","CHILDRENS CUTLERY DOLLY GIRL",1,"2011-04-14 11:45:00","4.15","15005","United Kingdom"
"556827","22595","CHRISTMAS GINGHAM HEART",12,"2011-06-15 10:29:00","0.85","15134","United Kingdom"
"558871","20725","LUNCH BAG RED RETROSPOT",100,"2011-07-04 13:19:00","1.45","12557","Spain"
"563260","23282","FOLDING BUTTERFLY MIRROR IVORY",12,"2011-08-15 12:22:00","0.83","16668","United Kingdom"
"559316","84997B","CHILDRENS CUTLERY RETROSPOT RED",4,"2011-07-07 13:54:00","4.15","12647","Germany"
"555574","23256","CHILDRENS CUTLERY SPACEBOY",4,"2011-06-05 15:46:00","4.15","12417","Belgium"
"553002","85123A","CREAM HANGING HEART T-LIGHT HOLDER",3,"2011-05-12 15:26:00","2.95","13263","United Kingdom"
"556917","23306","SET OF 36 DOILIES PANTRY DESIGN",144,"2011-06-15 13:37:00","1.25","12415","Australia"
"552712","23283","DOORMAT VINTAGE LEAF",2,"2011-05-11 08:34:00","7.95","17634","United Kingdom"
"555872","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"2011-06-07 15:04:00","1.25","13395","United Kingdom"
